,area_type,location,total_sqft,bath,price,size,per_sq_foot
6852,0,Begur Road,1200.0,2.0,45.6,2,3800.0
6853,0,Whitefield,1608.0,2.0,63.0,3,3917.910447761194
6854,2,other,2679.0,5.0,280.0,4,10451.661067562523
6855,0,Horamavu Banaswadi,1156.0,2.0,46.9,2,4057.093425605536
6856,2,other,1230.0,2.0,75.0,2,6097.5609756097565
6857,0,Kasavanhalli,770.0,1.0,43.82,1,5690.909090909091
6858,0,Ardendale,1777.26,3.0,105.0,3,5907.970696465346
6859,0,Kanakpura Road,1339.0,2.0,85.0,2,6348.020911127707
6860,1,Sarjapur  Road,3044.0,3.0,183.0,3,6011.826544021025
6861,1,other,1080.0,2.0,44.8,2,4148.148148148148
6862,3,other,3150.0,5.0,145.0,8,4603.174603174603
6863,2,other,2400.0,2.0,135.0,2,5625.0
6864,1,Hulimavu,1450.0,3.0,72.0,3,4965.517241379311
6865,0,Kothanur,1075.0,2.0,53.0,2,4930.232558139535
6866,0,Sarjapur  Road,1163.0,2.0,62.0,3,5331.04041272571
6867,1,TC Palaya,1200.0,2.0,65.0,2,5416.666666666667
6868,2,other,1200.0,8.0,135.0,8,11250.0
6869,2,Marathahalli,3090.0,4.0,325.0,4,10517.79935275081
6870,1,Hebbal,1299.0,2.0,100.0,2,7698.229407236336
6871,1,Electronic City,1130.0,2.0,32.63,2,2887.610619469027
6872,0,HRBR Layout,1170.0,2.0,75.0,2,6410.25641025641
6873,0,JP Nagar,2195.0,2.0,152.0,3,6924.829157175399
6874,0,Yelahanka,2600.0,4.0,175.0,4,6730.7692307692305
6875,0,KR Puram,1140.0,2.0,43.32,2,3800.0
6876,0,Kanakpura Road,1900.0,3.0,125.0,3,6578.9473684210525
6877,1,Bommasandra Industrial Area,1090.0,2.0,31.48,2,2888.0733944954127
6878,0,Electronic City,1110.0,2.0,39.95,2,3599.0990990990995
6879,0,Nagavarapalya,705.0,1.0,57.0,1,8085.106382978724
6880,0,HBR Layout,1089.0,2.0,60.0,2,5509.641873278237
6881,2,other,880.0,2.0,48.0,2,5454.545454545455
6882,1,Kereguddadahalli,1080.0,2.0,32.0,2,2962.962962962963
6883,0,Thanisandra,1093.0,2.0,68.1,2,6230.558096980786
6884,0,Banashankari Stage III,1480.0,3.0,75.48,3,5100.0
6885,0,Hegde Nagar,1703.0,3.0,125.0,3,7339.988256018791
6886,0,Hebbal,1200.0,2.0,60.0,2,5000.0
6887,0,Marathahalli,1690.0,3.0,116.0,3,6863.905325443787
6888,0,Yelahanka,1305.0,2.0,78.0,2,5977.0114942528735
6889,0,Talaghattapura,1257.0,2.0,40.22,3,3199.6817820206843
6890,0,other,1150.0,2.0,45.0,2,3913.0434782608695
6891,0,other,1194.0,2.0,55.0,2,4606.365159128978
6892,1,other,2000.0,3.0,90.0,3,4500.0
6893,2,Anekal,1500.0,4.0,99.0,3,6600.0
6894,1,other,1025.0,2.0,42.5,2,4146.341463414634
6895,1,Horamavu Agara,980.0,2.0,38.19,2,3896.938775510204
6896,2,Hosakerehalli,1200.0,2.0,100.0,3,8333.333333333334
6897,0,Whitefield,2225.0,3.0,149.0,3,6696.6292134831465
6898,0,other,1022.0,2.0,57.0,2,5577.2994129158515
6899,2,other,882.0,3.0,72.0,4,8163.265306122449
6900,1,Narayanapura,1153.0,2.0,45.0,2,3902.8620988725065
6901,0,Pai Layout,1175.0,2.0,60.0,2,5106.382978723404
6902,1,Vidyaranyapura,1560.0,3.0,68.0,3,4358.974358974359
6903,1,Yelahanka New Town,650.0,1.0,17.0,1,2615.3846153846152
6904,2,other,600.0,3.0,65.0,3,10833.333333333334
6905,0,Billekahalli,1350.0,3.0,55.0,2,4074.074074074074
6906,2,other,1200.0,2.0,76.0,2,6333.333333333333
6907,0,other,1200.0,1.0,54.0,2,4500.0
6908,0,Chandapura,800.0,2.0,25.0,2,3125.0
6909,0,Electronic City,2093.0,4.0,104.0,4,4968.944099378882
6910,0,Uttarahalli,1320.0,2.0,55.44,3,4200.0
6911,0,Bannerghatta Road,1275.0,2.0,73.0,2,5725.490196078431
6912,0,Begur Road,1215.0,2.0,43.13,2,3549.794238683128
6913,0,Kanakapura,1130.0,2.0,45.2,2,4000.0
6914,0,Begur Road,1444.0,2.0,71.5,3,4951.523545706371
6915,0,other,950.0,2.0,38.0,2,4000.0
6916,0,Padmanabhanagar,1000.0,1.0,90.0,2,9000.0
6917,0,Banashankari Stage II,1240.0,2.0,59.52,3,4800.0
6918,2,2nd Stage Nagarbhavi,600.0,4.0,125.0,4,20833.333333333332
6919,0,Hennur,1231.0,2.0,50.0,2,4061.7384240454917
6920,0,Benson Town,1300.0,2.0,120.0,2,9230.76923076923
6921,0,Yeshwanthpur,1713.0,3.0,110.0,3,6421.482778750729
6922,0,Kogilu,1200.0,2.0,53.33,2,4444.166666666667
6923,1,Sarjapur  Road,3004.0,4.0,158.0,3,5259.65379494008
6924,1,Sonnenahalli,1310.0,2.0,46.0,3,3511.4503816793895
6925,0,Jalahalli,790.0,2.0,49.5,2,6265.822784810127
6926,0,Koramangala,1744.0,3.0,200.0,3,11467.88990825688
6927,0,other,1605.0,3.0,100.0,3,6230.529595015576
6928,0,Whitefield,1250.0,2.0,82.0,2,6560.0
6929,0,Malleshwaram,2476.0,3.0,337.0,3,13610.662358642972
6930,1,Subramanyapura,1260.0,2.0,76.0,3,6031.746031746032
6931,0,Rajaji Nagar,1615.0,3.0,175.0,3,10835.913312693498
6932,0,Yelahanka,1180.0,2.0,56.0,2,4745.762711864407
6933,0,Uttarahalli,1255.0,2.0,50.19,3,3999.203187250996
6934,0,Electronic City,1025.0,2.0,53.9,2,5258.536585365854
6935,0,Sarjapur  Road,1877.0,4.0,150.0,3,7991.475759190197
6936,1,Lakshminarayana Pura,1649.0,3.0,150.0,3,9096.422073984233
6937,2,5th Block Hbr Layout,2600.0,12.0,675.0,9,25961.53846153846
6938,1,Hennur,2500.0,5.0,125.0,5,5000.0
6939,1,other,1542.0,3.0,98.0,3,6355.38261997406
6940,0,Thigalarapalya,1418.0,2.0,105.0,2,7404.795486600846
6941,1,other,1012.0,2.0,42.0,2,4150.197628458498
6942,2,Chandapura,1200.0,2.0,65.0,2,5416.666666666667
6943,0,Sarjapur  Road,1115.0,2.0,43.0,2,3856.5022421524664
6944,0,Green Glen Layout,1680.0,4.0,95.0,3,5654.761904761905
6945,0,Old Madras Road,1171.0,2.0,72.0,2,6148.590947907771
6946,0,Tumkur Road,1027.0,2.0,68.62,2,6681.596884128529
6947,0,Shampura,1700.0,3.0,75.0,3,4411.764705882353
6948,0,Kanakapura,1090.0,2.0,38.15,2,3500.0
6949,0,Hennur Road,1232.0,2.0,74.0,2,6006.493506493506
6950,0,Anekal,766.0,2.0,28.0,2,3655.3524804177546
6951,2,Banashankari Stage III,1200.0,5.0,180.0,5,15000.0
6952,0,Kanakpura Road,525.0,1.0,27.0,1,5142.857142857143
6954,1,JP Nagar,1452.0,2.0,41.0,3,2823.6914600550963
6955,0,Choodasandra,1254.0,2.0,65.0,3,5183.413078149921
6956,1,other,3600.0,5.0,110.0,5,3055.5555555555557
6957,0,Kanakpura Road,1593.0,3.0,118.0,3,7407.407407407408
6958,0,other,1333.0,2.0,77.27,2,5796.699174793698
6959,1,other,1100.0,3.0,110.0,3,10000.0
6960,0,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3,3999.2727272727275
6961,0,Ardendale,1650.0,3.0,82.0,3,4969.69696969697
6962,0,Thanisandra,1430.0,2.0,51.48,3,3600.0
6963,1,Electronic City,940.0,2.0,54.0,2,5744.68085106383
6964,0,Electronic City,435.0,1.0,21.0,1,4827.586206896552
6965,0,Begur Road,1160.0,2.0,36.54,2,3150.0
6966,0,Electronic City,1500.0,2.0,77.5,3,5166.666666666667
6967,0,Koramangala,1890.0,2.0,100.0,3,5291.005291005291
6968,1,other,1050.0,2.0,70.0,2,6666.666666666667
6969,2,Singasandra,1200.0,6.0,220.0,6,18333.333333333332
6970,0,Haralur Road,1027.0,2.0,43.0,2,4186.952288218111
6971,0,Whitefield,1495.0,2.0,61.28,3,4098.996655518395
6972,2,Seegehalli,3000.0,4.0,235.0,3,7833.333333333333
6973,0,Tumkur Road,1459.0,2.0,95.0,3,6511.3091158327625
6974,0,Yelahanka,1711.0,3.0,85.61,3,5003.506721215664
6975,0,Hoodi,1250.0,2.0,98.0,2,7840.0
6976,0,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
6977,2,Anandapura,875.0,2.0,57.0,2,6514.285714285715
6978,1,Ramamurthy Nagar,1334.0,2.0,67.0,2,5022.488755622189
6979,1,other,1140.0,2.0,32.92,2,2887.719298245614
6980,0,Sarjapur  Road,1115.0,2.0,50.0,2,4484.304932735426
6981,2,Amruthahalli,1200.0,5.0,200.0,3,16666.666666666668
6982,0,Rajaji Nagar,1776.0,3.0,190.0,3,10698.198198198199
6983,0,Thigalarapalya,2072.0,4.0,160.0,3,7722.007722007722
6984,2,Kundalahalli,1600.0,3.0,170.0,3,10625.0
6985,2,other,1200.0,4.0,115.0,6,9583.333333333334
6986,0,Kengeri Satellite Town,920.0,2.0,39.0,2,4239.130434782609
6987,0,Chandapura,778.0,2.0,25.29,2,3250.642673521851
6988,2,Nagasandra,1310.0,3.0,95.0,4,7251.908396946565
6989,0,Electronic City,1631.0,3.0,80.0,3,4904.9662783568365
6990,0,Kanakpura Road,525.0,1.0,27.5,1,5238.0952380952385
6991,1,Jalahalli,1395.0,3.0,82.0,3,5878.136200716845
6992,0,other,2000.0,3.0,105.0,3,5250.0
6993,0,Hennur Road,1232.0,2.0,66.0,2,5357.142857142857
6994,0,other,1075.0,2.0,55.0,2,5116.279069767442
6995,0,Gubbalala,1205.0,2.0,70.0,2,5809.128630705394
6996,2,other,1200.0,4.0,165.0,4,13750.0
6997,0,Rajiv Nagar,2340.0,5.0,129.0,4,5512.820512820513
6998,0,Rayasandra,1179.0,2.0,55.0,3,4664.970313825275
6999,0,Kodigehaali,1013.0,2.0,51.0,2,5034.550839091807
7000,0,Uttarahalli,1160.0,2.0,40.6,2,3500.0
7002,0,7th Phase JP Nagar,1200.0,2.0,62.5,2,5208.333333333333
7003,2,other,1200.0,5.0,80.0,7,6666.666666666667
7004,0,Uttarahalli,1255.0,2.0,50.19,3,3999.203187250996
7005,1,other,1100.0,2.0,145.0,3,13181.818181818182
7006,1,other,1069.0,2.0,55.0,2,5144.9953227315245
7007,2,other,1200.0,3.0,99.0,3,8250.0
7008,0,Kudlu Gate,1400.0,1.0,285.0,1,20357.14285714286
7009,0,Marathahalli,1065.0,2.0,55.0,2,5164.319248826291
7010,1,Lakshminarayana Pura,1395.0,2.0,75.0,2,5376.344086021505
7011,1,Hebbal Kempapura,1725.0,2.0,165.0,3,9565.217391304348
7012,1,other,1007.0,2.0,43.0,2,4270.109235352532
7013,1,Kengeri,1436.0,2.0,55.0,3,3830.08356545961
7014,0,other,4250.0,6.0,150.0,6,3529.4117647058824
7015,0,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
7016,2,Kengeri,1200.0,2.0,58.0,2,4833.333333333333
7017,0,Mysore Road,940.0,2.0,43.61,2,4639.36170212766
7018,1,KR Puram,4300.0,6.0,175.0,6,4069.767441860465
7019,0,Hebbal,2850.0,5.0,343.0,3,12035.087719298246
7020,1,Indira Nagar,1740.0,3.0,191.0,3,10977.011494252874
7021,0,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
7022,0,other,3761.0,3.0,650.0,3,17282.637596383942
7023,0,Dodda Nekkundi,1829.0,3.0,125.0,3,6834.3357025697105
7024,2,Whitefield,1800.0,4.0,178.0,4,9888.888888888889
7025,0,other,1000.0,2.0,60.0,2,6000.0
7026,1,other,5720.0,3.0,350.0,3,6118.881118881119
7027,2,other,800.0,4.0,98.0,5,12250.0
7028,0,other,675.0,1.0,15.0,2,2222.222222222222
7029,0,Hebbal,1390.0,2.0,95.0,2,6834.53237410072
7030,0,Lakshminarayana Pura,1500.0,3.0,104.0,3,6933.333333333333
7031,0,Vijayanagar,2047.0,3.0,136.0,3,6643.869076697606
7032,0,Jakkur,1202.0,2.0,79.0,2,6572.379367720466
7033,0,other,1012.0,2.0,59.0,2,5830.0395256917
7034,0,Gunjur,2132.0,3.0,80.0,3,3752.34521575985
7035,2,Raja Rajeshwari Nagar,1350.0,4.0,340.0,4,25185.185185185186
7036,0,Whitefield,605.0,1.0,40.0,1,6611.570247933884
7037,0,Harlur,1331.0,2.0,88.0,2,6611.570247933884
7038,2,Margondanahalli,1200.0,2.0,69.0,2,5750.0
7039,1,other,1150.0,2.0,250.0,2,21739.130434782608
7040,2,Sahakara Nagar,1200.0,2.0,136.0,2,11333.333333333334
7041,1,other,1800.0,2.0,300.0,2,16666.666666666668
7042,2,Kammanahalli,600.0,2.0,50.0,3,8333.333333333334
7043,0,other,1280.0,2.0,49.0,3,3828.125
7044,0,Balagere,1007.0,2.0,62.0,2,6156.901688182721
7045,0,Thanisandra,1370.0,2.0,61.0,3,4452.554744525547
7046,0,other,925.0,2.0,35.0,2,3783.7837837837837
7047,0,TC Palaya,1500.0,2.0,75.0,2,5000.0
7048,1,Attibele,450.0,1.0,12.5,1,2777.777777777778
7049,1,other,1200.0,4.0,140.0,4,11666.666666666666
7050,0,Hennur Road,1341.0,2.0,95.0,2,7084.265473527218
7051,0,2nd Phase Judicial Layout,1350.0,2.0,47.25,3,3500.0
7052,0,Tumkur Road,992.0,2.0,60.0,2,6048.387096774193
7053,0,Uttarahalli,1163.0,2.0,68.0,2,5846.947549441101
7054,0,Sarjapur  Road,1229.0,2.0,70.0,2,5695.6875508543535
7055,2,other,600.0,2.0,39.0,2,6500.0
7056,0,Electronic City Phase II,1219.0,2.0,61.26,2,5025.430680885972
7057,0,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3,6500.327868852459
7058,0,Kasavanhalli,1147.0,2.0,60.0,2,5231.037489102006
7059,0,Akshaya Nagar,1412.0,2.0,88.0,3,6232.294617563739
7060,2,Munnekollal,1200.0,9.0,215.0,9,17916.666666666668
7061,0,Sarjapur  Road,1044.0,2.0,34.77,2,3330.459770114943
7062,0,Nagarbhavi,1190.0,2.0,63.0,2,5294.117647058823
7063,0,other,1240.0,2.0,65.0,3,5241.935483870968
7064,0,Jigani,1352.0,3.0,65.0,3,4807.692307692308
7065,1,other,1100.0,2.0,55.0,2,5000.0
7066,0,Uttarahalli,1330.0,2.0,39.9,3,3000.0
7067,0,other,1700.0,3.0,111.0,3,6529.411764705882
7068,0,Electronic City,1355.0,2.0,67.0,2,4944.649446494465
7069,0,Ramamurthy Nagar,1200.0,2.0,46.0,2,3833.3333333333335
7070,0,Kengeri,400.0,2.0,25.0,1,6250.0
7071,1,Sarjapur  Road,1342.0,2.0,70.0,2,5216.095380029807
7072,0,Begur Road,1615.0,3.0,50.87,3,3149.84520123839
7073,0,other,1340.0,2.0,65.0,2,4850.746268656716
7074,0,other,1200.0,2.0,54.0,2,4500.0
7075,1,Yeshwanthpur,400.0,1.0,55.0,1,13750.0
7076,0,Devanahalli,1080.0,2.0,52.0,2,4814.814814814815
7077,0,other,1600.0,2.0,31.0,2,1937.5
7078,0,Electronic City,1200.0,2.0,34.0,2,2833.3333333333335
7079,2,Hennur Road,2700.0,3.0,150.0,3,5555.555555555556
7080,1,other,1780.0,3.0,110.0,3,6179.775280898876
7081,1,Amruthahalli,1605.0,3.0,65.0,3,4049.8442367601247
7082,0,Ulsoor,7200.0,5.0,1584.0,4,22000.0
7083,2,other,646.0,2.0,65.0,3,10061.919504643964
7084,0,Kammanahalli,1200.0,2.0,80.0,2,6666.666666666667
7085,2,Margondanahalli,900.0,2.0,49.0,2,5444.444444444444
7086,1,Sarjapur,1830.0,3.0,88.0,3,4808.743169398907
7087,2,Vishwapriya Layout,690.0,4.0,83.0,5,12028.985507246376
7088,1,other,650.0,1.0,500.0,1,76923.07692307692
7089,2,other,1800.0,4.0,68.0,5,3777.777777777778
7090,1,Chandapura,715.0,2.0,32.0,3,4475.524475524476
7091,0,Chandapura,1230.0,2.0,31.37,3,2550.4065040650407
7092,0,Uttarahalli,1065.0,2.0,42.59,2,3999.06103286385
7093,2,other,1350.0,8.0,185.0,8,13703.703703703704
7094,2,other,1080.0,3.0,149.0,3,13796.296296296296
7095,1,other,900.0,2.0,65.0,3,7222.222222222223
7096,0,other,946.0,2.0,45.0,2,4756.871035940803
7097,0,Laggere,1500.0,1.0,60.0,1,4000.0
7098,0,Sarjapur  Road,1711.0,3.0,110.0,3,6428.988895382817
7099,2,other,1200.0,3.0,160.0,4,13333.333333333334
7100,0,Chandapura,950.0,2.0,25.65,2,2700.0
7101,0,Kudlu Gate,1656.0,3.0,80.0,3,4830.917874396136
7102,0,Uttarahalli,1075.0,2.0,46.76,2,4349.767441860465
7103,0,Harlur,1752.12,3.0,133.0,3,7590.80428281168
7104,2,Hebbal,6000.0,8.0,220.0,8,3666.6666666666665
7105,0,other,1540.0,3.0,85.0,3,5519.480519480519
7106,2,6th Phase JP Nagar,600.0,4.0,125.0,4,20833.333333333332
7107,0,LB Shastri Nagar,665.0,1.0,32.0,1,4812.0300751879695
7108,0,Sector 2 HSR Layout,1665.0,3.0,110.0,3,6606.606606606607
7109,0,Electronics City Phase 1,1145.0,2.0,54.0,2,4716.157205240174
7110,0,Whitefield,1185.0,2.0,41.0,2,3459.915611814346
7111,2,other,1200.0,3.0,190.0,3,15833.333333333334
7112,1,Marathahalli,1693.0,3.0,125.0,3,7383.343177790904
7113,0,other,2456.0,3.0,220.0,3,8957.654723127036
7114,0,Rajaji Nagar,2559.0,3.0,403.0,3,15748.339194998047
7115,0,Uttarahalli,1155.0,2.0,40.6,2,3515.151515151515
7116,0,other,1610.0,2.0,64.4,3,4000.0000000000005
7117,2,Whitefield,1200.0,3.0,56.58,3,4715.0
7118,2,other,1530.0,2.0,185.0,2,12091.503267973856
7119,1,EPIP Zone,1709.0,3.0,80.0,3,4681.100058513751
7120,2,Amruthahalli,600.0,4.0,60.0,4,10000.0
7121,2,Brookefield,2700.0,8.0,290.0,8,10740.74074074074
7122,2,other,840.0,1.0,150.0,1,17857.14285714286
7123,0,Gottigere,1400.0,2.0,50.0,3,3571.4285714285716
7124,0,KR Puram,1200.0,2.0,42.0,2,3500.0
7125,0,other,1439.0,3.0,57.23,3,3977.067407922168
7126,0,Kasavanhalli,1375.0,2.0,72.0,2,5236.363636363636
7127,2,BTM 2nd Stage,2990.0,5.0,416.0,5,13913.04347826087
7128,0,Vijayanagar,1200.0,2.0,75.0,3,6250.0
7129,1,Yelahanka,1315.0,2.0,75.0,2,5703.42205323194
7130,2,Dommasandra,1500.0,2.0,40.0,2,2666.6666666666665
7131,1,Yelahanka,3600.0,6.0,200.0,6,5555.555555555556
7132,0,Vijayanagar,1178.0,2.0,82.0,2,6960.950764006791
7133,0,Bannerghatta Road,1430.0,3.0,59.0,3,4125.874125874126
7134,0,Mahadevpura,1400.0,2.0,65.8,3,4700.0
7135,0,Thanisandra,1093.0,2.0,72.0,2,6587.374199451052
7136,0,Horamavu Banaswadi,1200.0,2.0,45.0,2,3750.0
7137,2,Magadi Road,5000.0,6.0,360.0,5,7200.0
7138,1,1st Block Jayanagar,1200.0,2.0,130.0,3,10833.333333333334
7139,1,Whitefield,2210.0,3.0,156.0,3,7058.823529411765
7140,0,Uttarahalli,1150.0,2.0,70.0,2,6086.95652173913
7141,0,other,1435.0,2.0,60.0,3,4181.184668989547
7142,2,other,600.0,3.0,100.0,4,16666.666666666668
7143,0,Whitefield,1173.0,2.0,78.2,2,6666.666666666667
7144,0,Thanisandra,1140.0,2.0,39.0,2,3421.0526315789475
7145,0,other,1717.0,3.0,120.0,3,6988.934187536401
7146,0,Mallasandra,1325.0,2.0,65.0,2,4905.66037735849
7147,1,Hoodi,1370.0,3.0,67.0,3,4890.510948905109
7148,0,Electronics City Phase 1,1025.0,2.0,90.0,2,8780.487804878048
7149,0,other,1409.0,2.0,62.0,3,4400.28388928318
7150,0,Bellandur,1200.0,2.0,52.0,2,4333.333333333333
7151,0,Thanisandra,1200.0,2.0,53.5,2,4458.333333333333
7152,0,Whitefield,1740.0,4.0,130.0,3,7471.264367816092
7153,0,Hennur Road,1232.0,2.0,88.0,2,7142.857142857143
7154,2,Chandapura,1200.0,2.0,36.0,2,3000.0
7155,0,Whitefield,5924.0,4.0,625.0,4,10550.303848750844
7156,0,other,1250.0,2.0,50.0,2,4000.0
7157,1,other,1475.0,2.0,171.0,2,11593.22033898305
7158,0,Bommanahalli,2100.0,4.0,85.0,4,4047.6190476190477
7159,0,5th Phase JP Nagar,552.0,1.0,23.5,1,4257.246376811594
7160,0,Uttarahalli,1065.0,2.0,42.59,3,3999.06103286385
7161,2,Hennur,1000.0,3.0,130.0,3,13000.0
7162,2,other,1225.0,2.0,65.0,2,5306.122448979592
7163,1,other,650.0,1.0,16.0,1,2461.5384615384614
7164,0,Padmanabhanagar,1067.0,2.0,52.0,2,4873.477038425492
7165,0,Sarjapur,1364.0,2.0,56.0,3,4105.571847507332
7166,0,other,1750.0,3.0,75.0,3,4285.714285714285
7167,0,Bannerghatta Road,1240.0,2.0,71.0,2,5725.806451612903
7168,2,Hulimavu,1200.0,2.0,75.0,2,6250.0
7169,0,Kaggadasapura,1540.0,3.0,75.0,3,4870.12987012987
7170,0,other,1504.0,2.0,102.0,3,6781.914893617021
7171,0,other,1116.0,2.0,49.8,2,4462.365591397849
7172,0,Hennur Road,2365.0,4.0,175.0,3,7399.577167019028
7173,1,Sarjapura - Attibele Road,1308.0,2.0,37.0,2,2828.7461773700306
7174,1,Vijayanagar,864.0,2.0,45.0,2,5208.333333333333
7175,2,Vidyaranyapura,1200.0,5.0,139.0,5,11583.333333333334
7176,0,Hoskote,1069.0,2.0,38.0,3,3554.724041159963
7177,0,Hebbal,1333.0,2.0,100.0,2,7501.875468867217
7178,0,other,1800.0,4.0,145.0,4,8055.555555555556
7179,2,Devanahalli,6136.0,4.0,550.0,4,8963.49413298566
7180,0,Thanisandra,1698.0,3.0,107.0,3,6301.531213191991
7181,0,JP Nagar,1275.0,2.0,43.6,3,3419.607843137255
7182,0,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2,4528.301886792453
7183,0,Hennur,1160.0,2.0,49.0,2,4224.137931034483
7184,0,Sarjapur  Road,1484.0,2.0,65.0,3,4380.053908355795
7185,2,Hosa Road,675.0,3.0,70.0,3,10370.37037037037
7186,2,BEML Layout,1200.0,5.0,325.0,3,27083.333333333332
7187,0,Hennur Road,1310.0,2.0,66.0,2,5038.167938931298
7188,2,Vijayanagar,1806.0,6.0,370.0,6,20487.264673311183
7189,0,other,3000.0,4.0,240.0,4,8000.0
7190,0,Varthur,2145.0,3.0,165.0,3,7692.307692307692
7191,0,Marathahalli,1693.0,3.0,125.0,3,7383.343177790904
7192,0,Jigani,1230.0,3.0,60.0,3,4878.048780487805
7193,2,Devanahalli,1200.0,3.0,145.0,3,12083.333333333334
7194,1,Bommasandra Industrial Area,1310.0,2.0,37.83,3,2887.7862595419847
7195,0,other,1150.0,2.0,60.0,2,5217.391304347826
7196,0,Munnekollal,1385.0,2.0,66.5,3,4801.444043321299
7197,0,Tumkur Road,1066.0,2.0,52.5,2,4924.953095684803
7198,0,Thanisandra,2293.0,3.0,80.26,3,3500.2180549498476
7199,2,Tindlu,720.0,3.0,81.0,3,11250.0
7200,3,other,1625.0,3.0,92.0,3,5661.538461538462
7201,0,Vittasandra,1246.0,2.0,67.4,2,5409.309791332264
7202,2,Vijayanagar,2100.0,6.0,252.0,4,12000.0
7203,0,other,2400.0,4.0,250.0,4,10416.666666666666
7204,2,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6,5000.0
7205,0,7th Phase JP Nagar,1000.0,2.0,70.65,2,7065.000000000001
7206,0,Nagavarapalya,907.0,2.0,38.0,2,4189.636163175303
7207,2,Ulsoor,3500.0,4.0,138.0,4,3942.8571428571427
7208,0,Varthur,1395.0,2.0,79.0,3,5663.082437275985
7209,0,other,1180.0,2.0,50.0,2,4237.28813559322
7210,2,Banaswadi,1903.0,6.0,140.0,5,7356.8050446663165
7211,0,Electronic City,1175.0,2.0,47.0,2,4000.0
7212,0,other,1272.0,2.0,51.5,2,4048.7421383647797
7213,0,other,1490.0,2.0,92.0,3,6174.496644295302
7214,0,Yeshwanthpur,1144.0,2.0,67.0,2,5856.643356643357
7215,2,other,2400.0,5.0,140.0,4,5833.333333333333
7216,0,Hormavu,1143.0,2.0,53.0,2,4636.920384951881
7217,2,Karuna Nagar,2500.0,3.0,190.0,3,7600.0
7218,0,Whitefield,1216.0,2.0,75.0,2,6167.763157894737
7219,0,other,1044.0,2.0,60.0,2,5747.126436781609
7220,0,Prithvi Layout,1352.0,3.0,93.0,2,6878.698224852071
7221,0,Hennur Road,1552.0,3.0,75.0,3,4832.474226804124
7222,1,Bellandur,1785.0,3.0,120.0,3,6722.689075630252
7223,0,Pai Layout,810.0,2.0,34.5,2,4259.259259259259
7224,0,Banashankari Stage V,1650.0,3.0,51.98,3,3150.3030303030305
7225,0,other,1595.0,3.0,70.39,3,4413.166144200627
7226,0,Whitefield,1060.0,2.0,35.0,2,3301.8867924528304
7227,0,Babusapalaya,1410.0,2.0,65.0,3,4609.929078014185
7228,0,Nagarbhavi,1523.0,2.0,56.0,3,3676.9533814839133
7229,0,Kanakpura Road,1591.0,3.0,122.0,3,7668.133249528599
7230,0,other,1640.0,3.0,84.0,3,5121.951219512195
7231,1,Yelahanka New Town,450.0,1.0,16.0,1,3555.5555555555557
7232,0,Bannerghatta Road,1305.0,2.0,60.0,3,4597.701149425287
7233,0,Yelahanka,1590.0,3.0,54.0,3,3396.2264150943397
7234,1,Kaggadasapura,1240.0,2.0,45.0,2,3629.032258064516
7235,0,other,1200.0,2.0,54.0,2,4500.0
7236,0,Dodda Nekkundi,1100.0,2.0,41.16,2,3741.8181818181815
7237,0,Koramangala,1180.0,2.0,128.0,2,10847.457627118643
7238,0,Sarjapur  Road,1115.0,2.0,50.0,2,4484.304932735426
7239,0,Bisuvanahalli,845.0,2.0,33.0,2,3905.3254437869823
7240,0,other,1567.2,2.0,190.0,3,12123.532414497193
7241,0,Channasandra,1310.0,2.0,45.0,3,3435.114503816794
7242,2,Yelahanka,26136.0,1.0,150.0,1,573.921028466483
7243,1,other,959.0,2.0,42.5,2,4431.699687174139
7244,1,8th Phase JP Nagar,1200.0,4.0,140.0,4,11666.666666666666
7245,0,Kambipura,883.0,2.0,37.0,2,4190.260475651189
7246,0,Rachenahalli,1050.0,2.0,55.5,2,5285.714285714285
7247,0,Yelahanka,1390.0,2.0,70.21,2,5051.079136690647
7249,0,Kenchenahalli,1280.0,2.0,69.0,3,5390.625
7250,2,other,1280.0,5.0,150.0,7,11718.75
7251,0,Yelahanka,1614.0,3.0,95.0,3,5885.9975216852545
7252,0,Kasturi Nagar,1000.0,2.0,58.0,2,5800.0
7253,0,Marathahalli,1196.0,2.0,57.9,2,4841.13712374582
7254,0,Sarjapur  Road,1220.0,3.0,57.0,3,4672.131147540984
7255,0,Ambalipura,950.0,2.0,31.95,2,3363.157894736842
7256,0,other,2400.0,8.0,325.0,9,13541.666666666666
7257,0,other,1141.0,2.0,55.0,2,4820.333041191937
7258,0,5th Phase JP Nagar,1200.0,2.0,51.0,2,4250.0
7259,0,Kasavanhalli,1380.0,2.0,55.0,3,3985.5072463768115
7260,0,Doddathoguru,855.0,2.0,32.0,2,3742.690058479532
7261,0,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
7262,0,Chandapura,922.0,2.0,36.0,2,3904.5553145336225
7263,1,other,1200.0,2.0,43.2,2,3600.0
7264,0,other,1240.0,2.0,65.0,3,5241.935483870968
